,Households with Snap,Total Households,GEOID,Pct_hh_snap,No Health Under 19,No Health 19to34,No Health 35to64,No Health 65 plus,Total Population,No Health,Pct_noHealthInsurance,Income Inequality (GINI Index),Under 25,Total 25 to 44,45 to 64,Population with Internet Access,Pct_internet,Rent Occupied housing units,rent_combined,pct_rentBurdenend,Population with Access to Transportation,Pct_transportAccess,Population with Access to Devices,Pct_deviceAccess,White Alone Population,Pct_minority,Civilian Force Unemployed,Total Civilian Force,Unemployment Rate,Male 18 to 24,HS Grad Male 18 to 24,Female 18 to 24,HS Grad Female 18 to 24,HS Grad,18to24 Population,Pct_HsGrad,Pct_NonHsGrad,Non Native,Pct_nonNative,Pct_hh_snap_binned,Pct_hh_snap_bin_range,Pct_noHealthInsurance_binned,Pct_noHealthInsurance_bin_range,Income Inequality (GINI Index)_binned,Income Inequality (GINI Index)_bin_range,Pct_internet_binned,Pct_internet_bin_range,pct_rentBurdenend_binned,pct_rentBurdenend_bin_range,Pct_transportAccess_binned,Pct_transportAccess_bin_range,Pct_deviceAccess_binned,Pct_deviceAccess_bin_range,Pct_minority_binned,Pct_minority_bin_range,Unemployment Rate_binned,Unemployment Rate_bin_range,Pct_HsGrad_binned,Pct_HsGrad_bin_range,Pct_NonHsGrad_binned,Pct_NonHsGrad_bin_range,Pct_nonNative_binned,Pct_nonNative_bin_range
59,399,2105,10003002400,18.95,0,0,59,0,4225,59,1.4,0.531,,,37152.0,1608,38.06,1038,549,52.89,2015,47.69,615,14.56,2131,49.56,160,2175,7.36,70,57,124,107,164,194,84.54,15.46,1679,39.74,3.0,15.79-47.28,0.0,0.0-2.58,3.0,0.45-0.59,2.0,35.78-40.2,2.0,44.84-56.92,2.0,46.67-51.37,3.0,7.3-25.24,2.0,36.0-51.87,3.0,7.35-25.68,3.0,52.22-100.0,0.0,0.0-47.78,3.0,39.14-94.26
60,179,1551,10003002500,11.54,0,51,165,2,3174,218,6.87,0.3576,64677.0,68278.0,46646.0,1437,45.27,520,136,26.15,1725,54.35,344,10.84,1649,48.05,181,1935,9.35,107,23,219,58,81,326,24.85,75.15,869,27.38,2.0,8.52-15.79,2.0,4.75-7.69,0.0,0.28-0.37,3.0,40.2-59.88,0.0,0.0-32.08,3.0,51.37-100.0,3.0,7.3-25.24,2.0,36.0-51.87,3.0,7.35-25.68,1.0,21.04-35.8,2.0,64.2-78.96,2.0,24.5-39.14
61,599,1556,10003002600,38.5,0,160,133,0,4004,293,7.32,0.4847,,,,1277,31.89,965,569,58.96,1899,47.43,590,14.74,1042,73.98,194,2107,9.21,181,156,171,111,267,352,75.85,24.15,2086,52.1,3.0,15.79-47.28,2.0,4.75-7.69,3.0,0.45-0.59,0.0,0.0-32.09,3.0,56.92-100.0,2.0,46.67-51.37,3.0,7.3-25.24,3.0,51.87-97.75,3.0,7.35-25.68,3.0,52.22-100.0,0.0,0.0-47.78,3.0,39.14-94.26
62,196,1341,10003002700,14.62,0,120,26,0,2943,146,4.96,0.4003,78203.0,64726.0,44186.0,1149,39.04,671,192,28.61,1694,57.56,258,8.77,705,76.04,135,1823,7.41,203,97,94,0,97,297,32.66,67.34,1871,63.57,2.0,8.52-15.79,2.0,4.75-7.69,1.0,0.37-0.41,2.0,35.78-40.2,0.0,0.0-32.08,3.0,51.37-100.0,3.0,7.3-25.24,3.0,51.87-97.75,3.0,7.35-25.68,1.0,21.04-35.8,2.0,64.2-78.96,3.0,39.14-94.26
63,209,1388,10003002800,15.06,0,66,60,0,2142,126,5.88,0.4506,54184.0,29486.0,86250.0,1100,51.35,1158,575,49.65,1178,55.0,276,12.89,845,60.55,266,1506,17.66,95,0,205,103,103,300,34.33,65.67,1113,51.96,2.0,8.52-15.79,2.0,4.75-7.69,3.0,0.45-0.59,3.0,40.2-59.88,2.0,44.84-56.92,3.0,51.37-100.0,3.0,7.3-25.24,3.0,51.87-97.75,3.0,7.35-25.68,1.0,21.04-35.8,2.0,64.2-78.96,3.0,39.14-94.26
64,799,1690,10003002900,47.28,45,39,112,0,3542,196,5.53,0.5432,26731.0,,31667.0,1210,34.16,1282,461,35.96,1375,38.82,772,21.8,229,93.53,251,1642,15.29,291,234,45,0,234,336,69.64,30.36,3081,86.98,3.0,15.79-47.28,2.0,4.75-7.69,3.0,0.45-0.59,1.0,32.09-35.78,1.0,32.08-44.84,0.0,16.51-42.22,3.0,7.3-25.24,3.0,51.87-97.75,3.0,7.35-25.68,3.0,52.22-100.0,0.0,0.0-47.78,3.0,39.14-94.26
65,169,666,10003003002,25.38,0,58,29,0,3107,87,2.8,0.533,30603.0,49427.0,,521,16.77,490,159,32.45,738,23.75,249,8.01,565,81.82,61,791,7.71,277,83,176,61,144,453,31.79,68.21,2109,67.88,3.0,15.79-47.28,1.0,2.58-4.75,3.0,0.45-0.59,0.0,0.0-32.09,1.0,32.08-44.84,0.0,16.51-42.22,3.0,7.3-25.24,3.0,51.87-97.75,3.0,7.35-25.68,1.0,21.04-35.8,2.0,64.2-78.96,3.0,39.14-94.26
66,165,1756,10003010104,9.4,71,154,186,0,3928,411,10.46,0.4728,55994.0,71786.0,54185.0,1570,39.97,1264,648,51.27,2298,58.5,321,8.17,2148,45.32,32,2369,1.35,79,20,188,23,43,267,16.1,83.9,1316,33.5,2.0,8.52-15.79,3.0,7.69-30.05,3.0,0.45-0.59,2.0,35.78-40.2,2.0,44.84-56.92,3.0,51.37-100.0,3.0,7.3-25.24,2.0,36.0-51.87,0.0,0.0-2.6,0.0,0.0-21.04,3.0,78.96-100.0,2.0,24.5-39.14
67,207,956,10003010105,21.65,0,111,0,0,2499,111,4.44,0.3863,68723.0,79145.0,65500.0,787,31.49,562,203,36.12,1327,53.1,97,3.88,854,65.83,232,1570,14.78,136,111,236,103,214,372,57.53,42.47,1341,53.66,3.0,15.79-47.28,1.0,2.58-4.75,1.0,0.37-0.41,0.0,0.0-32.09,1.0,32.08-44.84,3.0,51.37-100.0,1.0,3.02-5.27,3.0,51.87-97.75,3.0,7.35-25.68,3.0,52.22-100.0,0.0,0.0-47.78,3.0,39.14-94.26
68,196,937,10003010106,20.92,44,27,0,0,1709,71,4.15,0.4972,84464.0,56507.0,18438.0,753,44.06,875,465,53.14,682,39.91,84,4.92,475,72.21,44,755,5.83,26,0,101,0,0,127,0.0,100.0,1186,69.4,3.0,15.79-47.28,1.0,2.58-4.75,3.0,0.45-0.59,3.0,40.2-59.88,2.0,44.84-56.92,0.0,16.51-42.22,1.0,3.02-5.27,3.0,51.87-97.75,2.0,4.62-7.35,0.0,0.0-21.04,3.0,78.96-100.0,3.0,39.14-94.26
69,14,745,10003010200,1.88,56,54,28,22,2113,160,7.57,0.3625,119583.0,114037.0,51371.0,667,31.57,57,23,40.35,872,41.27,156,7.38,1099,47.99,27,939,2.88,110,68,39,21,89,149,59.73,40.27,683,32.32,0.0,0.0-4.29,2.0,4.75-7.69,0.0,0.28-0.37,0.0,0.0-32.09,1.0,32.08-44.84,0.0,16.51-42.22,3.0,7.3-25.24,2.0,36.0-51.87,1.0,2.6-4.62,3.0,52.22-100.0,0.0,0.0-47.78,2.0,24.5-39.14
70,151,1631,10003010300,9.26,0,54,10,0,4155,64,1.54,0.384,109653.0,114861.0,35227.0,1366,32.88,473,58,12.26,2183,52.54,73,1.76,1690,59.33,44,2300,1.91,117,30,164,51,81,281,28.83,71.17,2174,52.32,2.0,8.52-15.79,0.0,0.0-2.58,1.0,0.37-0.41,1.0,32.09-35.78,0.0,0.0-32.08,3.0,51.37-100.0,0.0,0.0-3.02,3.0,51.87-97.75,0.0,0.0-2.6,1.0,21.04-35.8,2.0,64.2-78.96,3.0,39.14-94.26
71,168,1915,10003010400,8.77,23,14,48,0,4843,85,1.76,0.3634,104688.0,98207.0,60694.0,1855,38.3,616,225,36.53,2250,46.46,128,2.64,3493,27.88,154,2439,6.31,172,79,131,16,95,303,31.35,68.65,1233,25.46,2.0,8.52-15.79,0.0,0.0-2.58,0.0,0.28-0.37,2.0,35.78-40.2,1.0,32.08-44.84,1.0,42.22-46.67,0.0,0.0-3.02,1.0,18.46-36.0,2.0,4.62-7.35,1.0,21.04-35.8,2.0,64.2-78.96,2.0,24.5-39.14
72,280,2624,10003010502,10.67,7,126,67,0,6168,200,3.24,0.4467,130882.0,75435.0,72292.0,2539,41.16,753,253,33.6,3302,53.53,218,3.53,4383,28.94,138,3489,3.96,145,50,241,115,165,386,42.75,57.25,1199,19.44,2.0,8.52-15.79,1.0,2.58-4.75,2.0,0.41-0.45,3.0,40.2-59.88,1.0,32.08-44.84,3.0,51.37-100.0,1.0,3.02-5.27,1.0,18.46-36.0,1.0,2.6-4.62,2.0,35.8-52.22,1.0,47.78-64.2,1.0,11.33-24.5
73,177,764,10003010703,23.17,6,0,0,0,1861,6,0.32,0.417,,84661.0,81607.0,764,41.05,272,215,79.04,962,51.69,18,0.97,1053,43.42,102,1064,9.59,0,0,19,0,0,19,0.0,100.0,796,42.77,3.0,15.79-47.28,0.0,0.0-2.58,2.0,0.41-0.45,3.0,40.2-59.88,3.0,56.92-100.0,3.0,51.37-100.0,0.0,0.0-3.02,2.0,36.0-51.87,3.0,7.35-25.68,0.0,0.0-21.04,3.0,78.96-100.0,3.0,39.14-94.26
74,132,1954,10003010704,6.76,23,0,101,0,3881,124,3.2,0.3873,87532.0,54919.0,48214.0,1894,48.8,970,332,34.23,1863,48.0,216,5.57,921,76.27,89,2114,4.21,36,0,88,10,10,124,8.06,91.94,2808,72.35,1.0,4.29-8.52,1.0,2.58-4.75,1.0,0.37-0.41,3.0,40.2-59.88,1.0,32.08-44.84,2.0,46.67-51.37,2.0,5.27-7.3,3.0,51.87-97.75,1.0,2.6-4.62,0.0,0.0-21.04,3.0,78.96-100.0,3.0,39.14-94.26
75,74,1858,10003010800,3.98,19,31,33,1,4880,84,1.72,0.4703,97202.0,139107.0,72679.0,1727,35.39,503,164,32.6,2346,48.07,145,2.97,3756,23.03,61,2463,2.48,117,64,109,33,97,226,42.92,57.08,877,17.97,0.0,0.0-4.29,0.0,0.0-2.58,3.0,0.45-0.59,1.0,32.09-35.78,1.0,32.08-44.84,2.0,46.67-51.37,0.0,0.0-3.02,1.0,18.46-36.0,0.0,0.0-2.6,2.0,35.8-52.22,1.0,47.78-64.2,1.0,11.33-24.5
76,39,1216,10003010900,3.21,0,0,92,0,2605,92,3.53,0.4316,162716.0,126136.0,52487.0,1133,43.49,9,9,100.0,1140,43.76,102,3.92,2242,13.93,74,1214,6.1,64,21,139,85,106,203,52.22,47.78,319,12.25,0.0,0.0-4.29,1.0,2.58-4.75,2.0,0.41-0.45,3.0,40.2-59.88,3.0,56.92-100.0,1.0,42.22-46.67,1.0,3.02-5.27,0.0,1.59-18.46,2.0,4.62-7.35,2.0,35.8-52.22,0.0,0.0-47.78,1.0,11.33-24.5
77,66,1269,10003011000,5.2,77,22,64,0,3413,163,4.78,0.3695,178017.0,124886.0,77026.0,1172,34.34,35,0,0.0,1637,47.96,105,3.08,2547,25.37,8,1654,0.48,42,22,143,93,115,185,62.16,37.84,540,15.82,1.0,4.29-8.52,2.0,4.75-7.69,1.0,0.37-0.41,1.0,32.09-35.78,0.0,0.0-32.08,2.0,46.67-51.37,1.0,3.02-5.27,1.0,18.46-36.0,0.0,0.0-2.6,3.0,52.22-100.0,0.0,0.0-47.78,1.0,11.33-24.5
78,60,1182,10003011100,5.08,28,6,56,0,2809,90,3.2,0.4043,160543.0,117212.0,87000.0,1119,39.84,192,97,50.52,1352,48.13,82,2.92,2407,14.31,35,1401,2.5,113,18,47,17,35,160,21.88,78.12,287,10.22,1.0,4.29-8.52,1.0,2.58-4.75,1.0,0.37-0.41,2.0,35.78-40.2,2.0,44.84-56.92,2.0,46.67-51.37,0.0,0.0-3.02,0.0,1.59-18.46,0.0,0.0-2.6,1.0,21.04-35.8,2.0,64.2-78.96,0.0,0.78-11.33
79,4,990,10003011201,0.4,0,5,20,0,2546,25,0.98,0.3551,125750.0,193995.0,86607.0,909,35.7,454,100,22.03,1278,50.2,95,3.73,1902,25.29,19,1297,1.46,193,28,133,28,56,326,17.18,82.82,608,23.88,0.0,0.0-4.29,0.0,0.0-2.58,0.0,0.28-0.37,1.0,32.09-35.78,0.0,0.0-32.08,2.0,46.67-51.37,1.0,3.02-5.27,1.0,18.46-36.0,0.0,0.0-2.6,0.0,0.0-21.04,3.0,78.96-100.0,1.0,11.33-24.5
80,27,1536,10003011202,1.76,6,17,33,0,4046,56,1.38,0.4457,146250.0,98929.0,70481.0,1384,34.21,54,16,29.63,1826,45.13,257,6.35,3269,19.2,23,1937,1.19,80,0,216,21,21,296,7.09,92.91,589,14.56,0.0,0.0-4.29,0.0,0.0-2.58,2.0,0.41-0.45,1.0,32.09-35.78,0.0,0.0-32.08,1.0,42.22-46.67,2.0,5.27-7.3,1.0,18.46-36.0,0.0,0.0-2.6,0.0,0.0-21.04,3.0,78.96-100.0,1.0,11.33-24.5
81,179,2099,10003011203,8.53,0,75,41,0,4740,116,2.45,0.486,53214.0,81646.0,78563.0,1938,40.89,920,445,48.37,2707,57.11,319,6.73,2167,54.28,46,2756,1.67,37,21,175,82,103,212,48.58,51.42,2065,43.57,2.0,8.52-15.79,0.0,0.0-2.58,3.0,0.45-0.59,3.0,40.2-59.88,2.0,44.84-56.92,3.0,51.37-100.0,2.0,5.27-7.3,3.0,51.87-97.75,0.0,0.0-2.6,2.0,35.8-52.22,1.0,47.78-64.2,3.0,39.14-94.26
82,37,1367,10003011204,2.71,0,0,0,0,3391,0,0.0,0.4198,123409.0,135844.0,96406.0,1344,39.63,174,58,33.33,1390,40.99,48,1.42,2567,24.3,73,1484,4.92,74,29,61,0,29,135,21.48,78.52,629,18.55,0.0,0.0-4.29,0.0,0.0-2.58,2.0,0.41-0.45,2.0,35.78-40.2,1.0,32.08-44.84,0.0,16.51-42.22,0.0,0.0-3.02,1.0,18.46-36.0,2.0,4.62-7.35,1.0,21.04-35.8,2.0,64.2-78.96,1.0,11.33-24.5
83,42,860,10003011205,4.88,0,0,10,0,2142,10,0.47,0.3316,166944.0,147656.0,86250.0,847,39.54,33,12,36.36,1049,48.97,50,2.33,1882,12.14,37,1097,3.37,53,30,17,6,36,70,51.43,48.57,213,9.94,1.0,4.29-8.52,0.0,0.0-2.58,0.0,0.28-0.37,2.0,35.78-40.2,1.0,32.08-44.84,2.0,46.67-51.37,0.0,0.0-3.02,0.0,1.59-18.46,1.0,2.6-4.62,2.0,35.8-52.22,1.0,47.78-64.2,0.0,0.78-11.33
84,14,1544,10003011206,0.91,38,15,76,0,4201,129,3.07,0.3712,164125.0,211818.0,82581.0,1500,35.71,176,106,60.23,1767,42.06,17,0.4,3951,5.95,26,1820,1.43,71,0,94,0,0,165,0.0,100.0,111,2.64,0.0,0.0-4.29,1.0,2.58-4.75,1.0,0.37-0.41,1.0,32.09-35.78,3.0,56.92-100.0,0.0,16.51-42.22,0.0,0.0-3.02,0.0,1.59-18.46,0.0,0.0-2.6,0.0,0.0-21.04,3.0,78.96-100.0,0.0,0.78-11.33
85,12,1050,10003011300,1.14,0,39,52,0,2251,91,4.04,0.3855,140761.0,148188.0,85694.0,879,39.05,246,221,89.84,1037,46.07,74,3.29,1938,13.9,14,1061,1.32,47,30,56,31,61,103,59.22,40.78,206,9.15,0.0,0.0-4.29,1.0,2.58-4.75,1.0,0.37-0.41,2.0,35.78-40.2,3.0,56.92-100.0,1.0,42.22-46.67,1.0,3.02-5.27,0.0,1.59-18.46,0.0,0.0-2.6,3.0,52.22-100.0,0.0,0.0-47.78,0.0,0.78-11.33
86,48,1194,10003011400,4.02,20,25,79,0,3378,124,3.67,0.3871,190893.0,168214.0,92031.0,1084,32.09,138,114,82.61,1484,43.93,40,1.18,2986,11.6,237,1750,13.54,149,24,72,23,47,221,21.27,78.73,303,8.97,0.0,0.0-4.29,1.0,2.58-4.75,1.0,0.37-0.41,0.0,0.0-32.09,3.0,56.92-100.0,1.0,42.22-46.67,0.0,0.0-3.02,0.0,1.59-18.46,3.0,7.35-25.68,1.0,21.04-35.8,2.0,64.2-78.96,0.0,0.78-11.33
87,9,1323,10003011500,0.68,0,88,44,0,3086,132,4.28,0.3495,147098.0,113846.0,44500.0,1290,41.8,135,39,28.89,1761,57.06,110,3.56,2636,14.58,165,1857,8.89,91,45,57,11,56,148,37.84,62.16,332,10.76,0.0,0.0-4.29,1.0,2.58-4.75,0.0,0.28-0.37,3.0,40.2-59.88,0.0,0.0-32.08,3.0,51.37-100.0,1.0,3.02-5.27,0.0,1.59-18.46,3.0,7.35-25.68,2.0,35.8-52.22,1.0,47.78-64.2,0.0,0.78-11.33
88,7,1220,10003011600,0.57,0,49,96,0,3295,145,4.4,0.3918,166250.0,103173.0,58654.0,1198,36.36,210,56,26.67,1579,47.92,38,1.15,2877,12.69,31,1731,1.79,42,0,110,13,13,152,8.55,91.45,297,9.01,0.0,0.0-4.29,1.0,2.58-4.75,1.0,0.37-0.41,2.0,35.78-40.2,0.0,0.0-32.08,2.0,46.67-51.37,0.0,0.0-3.02,0.0,1.59-18.46,0.0,0.0-2.6,0.0,0.0-21.04,3.0,78.96-100.0,0.0,0.78-11.33
89,21,1878,10003011700,1.12,25,17,1,0,4338,43,0.99,0.5125,239545.0,250001.0,116250.0,1832,42.23,83,39,46.99,2024,46.66,94,2.17,3648,15.91,62,2094,2.96,92,28,37,8,36,129,27.91,72.09,208,4.79,0.0,0.0-4.29,0.0,0.0-2.58,3.0,0.45-0.59,3.0,40.2-59.88,2.0,44.84-56.92,1.0,42.22-46.67,0.0,0.0-3.02,0.0,1.59-18.46,1.0,2.6-4.62,1.0,21.04-35.8,2.0,64.2-78.96,0.0,0.78-11.33
90,0,2168,10003011800,0.0,0,63,0,1,4298,64,1.49,0.5163,117386.0,162554.0,114250.0,2042,47.51,971,217,22.35,1867,43.44,121,2.82,3499,18.59,67,1957,3.42,133,44,50,21,65,183,35.52,64.48,698,16.24,0.0,0.0-4.29,0.0,0.0-2.58,3.0,0.45-0.59,3.0,40.2-59.88,0.0,0.0-32.08,1.0,42.22-46.67,0.0,0.0-3.02,1.0,18.46-36.0,1.0,2.6-4.62,1.0,21.04-35.8,2.0,64.2-78.96,1.0,11.33-24.5
91,31,1209,10003011900,2.56,39,39,64,0,3118,142,4.55,0.4708,205313.0,250001.0,196477.0,1179,37.81,215,130,60.47,1251,40.12,115,3.69,2477,20.56,63,1336,4.72,74,29,42,10,39,116,33.62,66.38,340,10.9,0.0,0.0-4.29,1.0,2.58-4.75,3.0,0.45-0.59,2.0,35.78-40.2,3.0,56.92-100.0,0.0,16.51-42.22,1.0,3.02-5.27,1.0,18.46-36.0,2.0,4.62-7.35,1.0,21.04-35.8,2.0,64.2-78.96,0.0,0.78-11.33
92,136,1614,10003012000,8.43,0,82,146,15,4205,243,5.78,0.3725,98043.0,77125.0,59621.0,1543,36.69,255,125,49.02,2162,51.41,207,4.92,2592,38.36,140,2359,5.93,140,90,135,64,154,275,56.0,44.0,998,23.73,1.0,4.29-8.52,2.0,4.75-7.69,1.0,0.37-0.41,2.0,35.78-40.2,2.0,44.84-56.92,3.0,51.37-100.0,1.0,3.02-5.27,2.0,36.0-51.87,2.0,4.62-7.35,3.0,52.22-100.0,0.0,0.0-47.78,1.0,11.33-24.5
93,143,1298,10003012100,11.02,0,87,64,0,3170,151,4.76,0.4359,65268.0,113393.0,71122.0,1219,38.45,552,206,37.32,1836,57.92,209,6.59,2755,13.09,88,1986,4.43,235,167,70,58,225,305,73.77,26.23,323,10.19,2.0,8.52-15.79,2.0,4.75-7.69,2.0,0.41-0.45,2.0,35.78-40.2,1.0,32.08-44.84,3.0,51.37-100.0,2.0,5.27-7.3,0.0,1.59-18.46,1.0,2.6-4.62,3.0,52.22-100.0,0.0,0.0-47.78,0.0,0.78-11.33
94,122,1943,10003012200,6.28,55,78,419,0,4654,552,11.86,0.3787,73750.0,56998.0,39375.0,1743,37.45,760,452,59.47,2456,52.77,179,3.85,2240,51.87,154,2684,5.74,188,113,79,69,182,267,68.16,31.84,1536,33.0,1.0,4.29-8.52,3.0,7.69-30.05,1.0,0.37-0.41,2.0,35.78-40.2,3.0,56.92-100.0,3.0,51.37-100.0,1.0,3.02-5.27,2.0,36.0-51.87,2.0,4.62-7.35,3.0,52.22-100.0,0.0,0.0-47.78,2.0,24.5-39.14
95,83,1166,10003012300,7.12,134,88,257,0,3143,479,15.24,0.3979,64943.0,78603.0,45313.0,1077,34.27,533,279,52.35,1600,50.91,200,6.36,1529,51.35,71,1660,4.28,219,127,81,58,185,300,61.67,38.33,770,24.5,1.0,4.29-8.52,3.0,7.69-30.05,1.0,0.37-0.41,1.0,32.09-35.78,2.0,44.84-56.92,2.0,46.67-51.37,2.0,5.27-7.3,2.0,36.0-51.87,1.0,2.6-4.62,3.0,52.22-100.0,0.0,0.0-47.78,1.0,11.33-24.5
96,340,1601,10003012400,21.24,17,13,108,0,4059,138,3.4,0.4035,86750.0,76731.0,39271.0,1501,36.98,274,156,56.93,2079,51.22,392,9.66,2033,49.91,106,2219,4.78,209,85,75,37,122,284,42.96,57.04,1173,28.9,3.0,15.79-47.28,1.0,2.58-4.75,1.0,0.37-0.41,2.0,35.78-40.2,3.0,56.92-100.0,2.0,46.67-51.37,3.0,7.3-25.24,2.0,36.0-51.87,2.0,4.62-7.35,2.0,35.8-52.22,1.0,47.78-64.2,2.0,24.5-39.14
97,353,2160,10003012500,16.34,75,375,167,0,5243,617,11.77,0.4684,93079.0,58750.0,28026.0,2013,38.39,602,195,32.39,3005,57.31,701,13.37,1956,62.69,109,3097,3.52,362,98,118,53,151,480,31.46,68.54,1805,34.43,3.0,15.79-47.28,3.0,7.69-30.05,3.0,0.45-0.59,2.0,35.78-40.2,1.0,32.08-44.84,3.0,51.37-100.0,3.0,7.3-25.24,3.0,51.87-97.75,1.0,2.6-4.62,1.0,21.04-35.8,2.0,64.2-78.96,2.0,24.5-39.14
98,37,1161,10003012600,3.19,16,9,42,0,2830,67,2.37,0.3617,98359.0,82305.0,44125.0,1061,37.49,185,91,49.19,1688,59.65,193,6.82,2482,12.3,20,1717,1.16,89,60,75,26,86,164,52.44,47.56,219,7.74,0.0,0.0-4.29,0.0,0.0-2.58,0.0,0.28-0.37,2.0,35.78-40.2,2.0,44.84-56.92,3.0,51.37-100.0,2.0,5.27-7.3,0.0,1.59-18.46,0.0,0.0-2.6,3.0,52.22-100.0,0.0,0.0-47.78,0.0,0.78-11.33
99,189,1902,10003012700,9.94,17,36,63,25,4274,141,3.3,0.4324,71719.0,50457.0,50179.0,1646,38.51,499,247,49.5,1967,46.02,312,7.3,3024,29.25,381,2377,16.03,183,167,165,114,281,348,80.75,19.25,584,13.66,2.0,8.52-15.79,1.0,2.58-4.75,2.0,0.41-0.45,2.0,35.78-40.2,2.0,44.84-56.92,1.0,42.22-46.67,2.0,5.27-7.3,1.0,18.46-36.0,3.0,7.35-25.68,3.0,52.22-100.0,0.0,0.0-47.78,1.0,11.33-24.5
100,265,1751,10003012900,15.13,55,166,144,1,4692,366,7.8,0.5918,57071.0,69250.0,47333.0,1549,33.01,842,357,42.4,2086,44.46,517,11.02,2180,53.54,117,2224,5.26,197,78,164,58,136,361,37.67,62.33,1600,34.1,2.0,8.52-15.79,3.0,7.69-30.05,3.0,0.45-0.59,1.0,32.09-35.78,1.0,32.08-44.84,1.0,42.22-46.67,3.0,7.3-25.24,3.0,51.87-97.75,2.0,4.62-7.35,2.0,35.8-52.22,1.0,47.78-64.2,2.0,24.5-39.14
101,69,773,10003013000,8.93,28,0,17,0,1947,45,2.31,0.3956,96474.0,100714.0,33500.0,744,38.21,51,20,39.22,1059,54.39,108,5.55,1480,23.99,8,1086,0.74,44,8,39,0,8,83,9.64,90.36,111,5.7,2.0,8.52-15.79,0.0,0.0-2.58,1.0,0.37-0.41,2.0,35.78-40.2,1.0,32.08-44.84,3.0,51.37-100.0,2.0,5.27-7.3,1.0,18.46-36.0,0.0,0.0-2.6,0.0,0.0-21.04,3.0,78.96-100.0,0.0,0.78-11.33
102,81,846,10003013100,9.57,55,58,117,0,2296,230,10.02,0.3488,103295.0,83859.0,89167.0,788,34.32,164,50,30.49,1193,51.96,131,5.71,1445,37.06,100,1298,7.7,99,67,88,34,101,187,54.01,45.99,273,11.89,2.0,8.52-15.79,3.0,7.69-30.05,0.0,0.28-0.37,1.0,32.09-35.78,0.0,0.0-32.08,3.0,51.37-100.0,2.0,5.27-7.3,2.0,36.0-51.87,3.0,7.35-25.68,3.0,52.22-100.0,0.0,0.0-47.78,1.0,11.33-24.5
103,126,1174,10003013200,10.73,139,79,189,0,2855,407,14.26,0.4641,,54630.0,41955.0,1051,36.81,509,163,32.02,1325,46.41,256,8.97,1434,49.77,138,1619,8.52,66,14,180,116,130,246,52.85,47.15,874,30.61,2.0,8.52-15.79,3.0,7.69-30.05,3.0,0.45-0.59,2.0,35.78-40.2,0.0,0.0-32.08,1.0,42.22-46.67,3.0,7.3-25.24,2.0,36.0-51.87,3.0,7.35-25.68,3.0,52.22-100.0,0.0,0.0-47.78,2.0,24.5-39.14
104,67,764,10003013300,8.77,0,24,79,0,1867,103,5.52,0.3246,88125.0,86346.0,68450.0,716,38.35,57,21,36.84,1030,55.17,108,5.78,1450,22.34,55,1089,5.05,50,19,69,18,37,119,31.09,68.91,59,3.16,2.0,8.52-15.79,2.0,4.75-7.69,0.0,0.28-0.37,2.0,35.78-40.2,1.0,32.08-44.84,3.0,51.37-100.0,2.0,5.27-7.3,1.0,18.46-36.0,2.0,4.62-7.35,1.0,21.04-35.8,2.0,64.2-78.96,0.0,0.78-11.33
105,46,999,10003013400,4.6,0,30,56,0,2239,86,3.84,0.378,129103.0,99188.0,63300.0,946,42.25,150,92,61.33,1052,46.99,45,2.01,1803,19.47,37,1116,3.32,39,0,0,0,0,39,0.0,100.0,313,13.98,1.0,4.29-8.52,1.0,2.58-4.75,1.0,0.37-0.41,3.0,40.2-59.88,3.0,56.92-100.0,2.0,46.67-51.37,0.0,0.0-3.02,1.0,18.46-36.0,1.0,2.6-4.62,0.0,0.0-21.04,3.0,78.96-100.0,1.0,11.33-24.5
106,0,2589,10003013501,0.0,68,48,97,0,6952,213,3.06,0.4019,234286.0,155385.0,91196.0,2469,35.51,275,204,74.18,2884,41.48,117,1.68,5929,14.72,213,3110,6.85,144,0,169,48,48,313,15.34,84.66,837,12.04,0.0,0.0-4.29,1.0,2.58-4.75,1.0,0.37-0.41,1.0,32.09-35.78,3.0,56.92-100.0,0.0,16.51-42.22,0.0,0.0-3.02,0.0,1.59-18.46,2.0,4.62-7.35,0.0,0.0-21.04,3.0,78.96-100.0,1.0,11.33-24.5
107,9,1490,10003013505,0.6,0,0,53,0,3828,53,1.38,0.4164,225368.0,175909.0,74531.0,1442,37.67,380,96,25.26,1746,45.61,110,2.87,3005,21.5,10,1954,0.51,365,217,98,30,247,463,53.35,46.65,697,18.21,0.0,0.0-4.29,0.0,0.0-2.58,2.0,0.41-0.45,2.0,35.78-40.2,0.0,0.0-32.08,1.0,42.22-46.67,0.0,0.0-3.02,1.0,18.46-36.0,0.0,0.0-2.6,3.0,52.22-100.0,0.0,0.0-47.78,1.0,11.33-24.5
108,0,1602,10003013506,0.0,39,7,32,4,4542,82,1.81,0.3653,176750.0,190341.0,119318.0,1602,35.27,25,0,0.0,2292,50.46,85,1.87,3728,17.92,154,2472,6.23,198,34,190,71,105,388,27.06,72.94,659,14.51,0.0,0.0-4.29,0.0,0.0-2.58,0.0,0.28-0.37,1.0,32.09-35.78,0.0,0.0-32.08,2.0,46.67-51.37,0.0,0.0-3.02,0.0,1.59-18.46,2.0,4.62-7.35,1.0,21.04-35.8,2.0,64.2-78.96,1.0,11.33-24.5
